Survey Date,Respond Date,Internal ID,Q1: GOING OUT?,Q2: GENDER,Q3: AGE,Q4: COUNTRY,"Q5: STATE, PROVINCE, COUNTY, ETC",Q6 | 100 Grand Bar,"Q6 | Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes)",Q6 | Any full-sized candy bar,Q6 | Black Jacks,Q6 | Bonkers (the candy),Q6 | Bonkers (the board game),Q6 | Bottle Caps,Q6 | Box'o'Raisins,Q6 | Broken glow stick,Q6 | Butterfinger,Q6 | Cadbury Creme Eggs,Q6 | Candy Corn,Q6 | Candy that is clearly just the stuff given out for free at restaurants,Q6 | Caramellos,"Q6 | Cash, or other forms of legal tender",Q6 | Chardonnay,Q6 | Chick-o-Sticks (we donÕt know what that is),Q6 | Chiclets,Q6 | Coffee Crisp,Q6 | Creepy Religious comics/Chick Tracts,Q6 | Dental paraphenalia,Q6 | Dots,Q6 | Dove Bars,Q6 | Fuzzy Peaches,Q6 | Generic Brand Acetaminophen,Q6 | Glow sticks,Q6 | Goo Goo Clusters,Q6 | Good N' Plenty,Q6 | Gum from baseball cards,Q6 | Gummy Bears straight up,Q6 | Hard Candy,Q6 | Healthy Fruit,Q6 | Heath Bar,Q6 | Hershey's Dark Chocolate,Q6 | HersheyÕs Milk Chocolate,Q6 | Hershey's Kisses,Q6 | Hugs (actual physical hugs),Q6 | Jolly Rancher (bad flavor),Q6 | Jolly Ranchers (good flavor),Q6 | JoyJoy (Mit Iodine!),Q6 | Junior Mints,Q6 | Senior Mints,Q6 | Kale smoothie,Q6 | Kinder Happy Hippo,Q6 | Kit Kat,Q6 | LaffyTaffy,Q6 | LemonHeads,Q6 | Licorice (not black),Q6 | Licorice (yes black),Q6 | Lindt Truffle,Q6 | Lollipops,Q6 | Mars,Q6 | Maynards,Q6 | Mike and Ike,Q6 | Milk Duds,Q6 | Milky Way,Q6 | Regular M&Ms,Q6 | Peanut M&MÕs,Q6 | Blue M&M's,Q6 | Red M&M's,Q6 | Green Party M&M's,Q6 | Independent M&M's,Q6 | Abstained from M&M'ing.,Q6 | Minibags of chips,Q6 | Mint Kisses,Q6 | Mint Juleps,Q6 | Mr. Goodbar,Q6 | Necco Wafers,Q6 | Nerds,Q6 | Nestle Crunch,Q6 | Now'n'Laters,Q6 | Peeps,Q6 | Pencils,Q6 | Pixy Stix,Q6 | Real Housewives of Orange County Season 9 Blue-Ray,Q6 | ReeseÕs Peanut Butter Cups,Q6 | Reese's Pieces,Q6 | Reggie Jackson Bar,Q6 | Rolos,Q6 | Sandwich-sized bags filled with BooBerry Crunch,Q6 | Skittles,Q6 | Smarties (American),Q6 | Smarties (Commonwealth),Q6 | Snickers,Q6 | Sourpatch Kids (i.e. abominations of nature),Q6 | Spotted Dick,Q6 | Starburst,Q6 | Sweet Tarts,Q6 | Swedish Fish,Q6 | Sweetums (a friend to diabetes),Q6 | Take 5,Q6 | Tic Tacs,Q6 | Those odd marshmallow circus peanut things,Q6 | Three Musketeers,Q6 | Tolberone something or other,Q6 | Trail Mix,Q6 | Twix,"Q6 | Vials of pure high fructose corn syrup, for main-lining into your vein",Q6 | Vicodin,Q6 | Whatchamacallit Bars,Q6 | White Bread,Q6 | Whole Wheat anything,Q6 | York Peppermint Patties,Q7: JOY OTHER,Q8: DESPAIR OTHER,Q9: OTHER COMMENTS,Q10: DRESS,Unnamed: 113,Q11: DAY,Q12: MEDIA [Daily Dish],Q12: MEDIA [Science],Q12: MEDIA [ESPN],Q12: MEDIA [Yahoo],"Click Coordinates (x, y)",Age Group
17-09-2017,22-09-2017,90272895,No,Male,34,USA,minnesota,MEH,DESPAIR,JOY,,,,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,,MEH,MEH,DESPAIR,,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,,JOY,JOY,MEH,,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,,stern comments about the evils of the holiday and/or dangers of sweets,,Blue and black,,Friday,,1,,,"(80, 25)",31-40
07-11-2017,12-11-2017,90272897,No,Male,35,USA,Michigan,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,Any full size candy bar,Russell Stover,,Blue and black,,Sunday,,1,,,"(69, 22)",31-40
20-10-2017,25-10-2017,90272898,Yes,Male,38,USA,Florida,,DESPAIR,JOY,,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,,MEH,,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,,JOY,,JOY,,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,,DESPAIR,DESPAIR,MEH,,,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,Beer,Popcorn,"One house in our neighborhood was just handing out cups of lemonade, which I thought was a great idea. In Florida, it's usually still pretty warm in October, so anyone handing out free beverages is always popular. ",White and gold,,Friday,,1,,,"(74, 26)",31-40
03-11-2017,08-11-2017,90272899,No,Male,58,USA,New Jersey,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,"Mounds, Almond Joy (itÕs in the name, for godÕs sake), ",,,White and gold,,Friday,,1,,,"(73, 25)",51-60
12-08-2017,17-08-2017,90272900,No,Male,48,USA,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41-50
31-10-2017,05-11-2017,90272901,No,Male,35,USA,Colorado,JOY,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,,,,Blue and black,,Sunday,,1,,,"(77, 25)",31-40
21-09-2017,26-09-2017,90272903,Yes,Male,50,USA,"Los Angeles, California",JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,"Chunky, Marathon Bar, Caramello, Almond Joy, Mounds, Charleston Chew",,,Blue and black,,Sunday,,1,,,"(75, 22)",51-60
20-10-2017,25-10-2017,90272904,No,Female,33,USA,Michigan,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,"Puppies, pure sunshine, kombucha, and a kiss from my one true love","Stigmata, minimum wage jobs","The structural inequalities inherent in candy stratification would make Marx's cold, dead body shake with sweet undead diabetic joy. The fall of capitalism is ever closer and soon he will rise again. Oh yes. He will rise. ",White and gold,,Friday,,,,,,31-40
28-09-2017,03-10-2017,90272905,No,Male,47,USA,CA,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,,JOY,DESPAIR,DESPAIR,JOY,Jelly Belly jelly beans!,Any kid who gets suckered into collecting money for UNICEF.,,White and gold,,Friday,,1,,,"(57, 9)",41-50
30-10-2017,04-11-2017,90272906,No,Male,16,USA,New York ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-18
01-09-2017,06-09-2017,90272913,No,Male,52,USA,"Chicago, Illinois",JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,Cow Tails! Butterscotch! Sugar Babies!,Bounty Bars,,White and gold,,Friday,,1,,,"(75, 31)",51-60
07-10-2017,12-10-2017,90272917,No,Male,33,USA,Nj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-40
04-11-2017,09-11-2017,90272919,No,Male,63,USA,Wisconsin,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,,Apples,,White and gold,,Sunday,,1,,,"(66, 34)",61-70
07-09-2017,12-09-2017,90272920,No,Male,34,USA,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-40
17-10-2017,22-10-2017,90272924,No,Female,48,USA,Minnesota ,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,JOY,,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,,DESPAIR,MEH,DESPAIR,DESPAIR,,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,Puppies,Trump,,White and gold,,Friday,1,,,,"(16, 32)",41-50
25-09-2017,30-09-2017,90272927,No,Male,52,united kingdom,London,,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,"Marathon Bars (in England they are called Curly Wurlies). Pop rocks & Space dust, Almond Joy",,,White and gold,,Friday,,1,,,"(66, 18)",51-60
05-09-2017,10-09-2017,90272930,No,Male,65,USA,New Jersey,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,,,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,,,,MEH,DESPAIR,DESPAIR,,JOY,JOY,,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,,MEH,,DESPAIR,,JOY,,,MEH,MEH,JOY,MEH,JOY,,,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,,JOY,DESPAIR,DESPAIR,MEH,,JOY,,,JOY,MEH,JOY,,,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,,DESPAIR,DESPAIR,JOY,Almost anything from Lindt,,,,,,,,,,,61-70
14-10-2017,19-10-2017,90272933,No,Female,45,USA,mn,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White and gold,,Sunday,,1,,,"(76, 13)",41-50
24-08-2017,29-08-2017,90272934,No,Male,41,USA,TEXAS,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,"SIXLETS, WHOPPERS, ZERO",,,Blue and black,,Sunday,,1,,,"(66, 31)",41-50
28-10-2017,02-11-2017,90272935,No,Male,27,USA,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-30
05-11-2017,10-11-2017,90272936,No,Female,47,USA,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41-50
28-10-2017,02-11-2017,90272939,No,Male,47,USA,Texas,JOY,DESPAIR,JOY,,,,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,,JOY,JOY,,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,,JOY,,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,,,,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,,JOY,DESPAIR,JOY,JOY,,JOY,JOY,JOY,JOY,JOY,DESPAIR,,,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,raw eggs and a map of neighborhood houses not giving out candy,live goldfish used hypodermic needles individual menthol cigarettes,"I would have rated various homemade or self-packaged treats (e.g., bags of cereal) far higher, save for the little voice in my head saying, ""I know tainted Halloween candy isn't a thing. But what if this is that one person who put spiders in it or something?"" (I'm fully aware that there are federal standards for how many spiders are allowed in various processed foods, and that none of the limits are zero.)",White and gold,,Friday,,1,,,"(86, 23)",41-50
15-08-2017,20-08-2017,90272940,No,Male,44,united states of america,District of Columbia,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,,,,White and gold,,Friday,,1,,,"(69, 26)",41-50
26-09-2017,01-10-2017,90272944,No,Male,49,USA,Washington,MEH,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,,A cappucino,Trump stickers,Really can anything be scarier and more despair inducing than the real world these days?,Blue and black,,Sunday,,1,,,"(70, 10)",41-50
